,restaurant_x,item,price,ms_index,ms_item,matched_2021,new_item_2022,menu_item_id,food_category,restaurant_y,item_name,item_description,serving_size,serving_size_text,serving_size_unit,serving_size_household,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein,potassium,notes,calories_text,total_fat_text,saturated_fat_text,trans_fat_text,cholesterol_text,sodium_text,carbohydrates_text,dietary_fiber_text,sugar_text,protein_text
1366,taco_bell,Hot Cinnabon Delights Coffee,2.49,23579,Cinnabon Delights Coffee - Hot,0,1,954639,Beverages,taco_bell,Cinnabon Delights Coffee - Hot,"Cinnabon Delights Coffee - Hot, Breakfast",,,,,160,2.0,1.5,0,5,75,34,0,22,1,,,,,,,,,,,,
1367,taco_bell,Regular Iced Coffee,1.69,23613,Iced Coffee with Creamer,0,1,954673,Beverages,taco_bell,Iced Coffee with Creamer,"Iced Coffee with Creamer, Breakfast",,,,,45,1.0,0.5,0,,15,8,0,7,,,,,,,,,,,,,
1368,taco_bell,Iced Cinnabon Delights Coffee,2.49,23581,Cinnabon Delights Coffee - Iced,0,1,954641,Beverages,taco_bell,Cinnabon Delights Coffee - Iced,"Cinnabon Delights Coffee - Iced, Breakfast",,,,,160,2.0,1.5,0,5,85,34,0,22,1,,,,,,,,,,,,
1369,taco_bell,Nachos BellGrande,6.69,23288,Nachos BellGrande - Beef,1,0,2004,Entrees,taco_bell,Nachos BellGrande - Beef,"Nachos BellGrande - Beef, Nachos, Specialties",,,,,730,38.0,6,0,25,1130,81,15,4,17,,,,,,,,,,,,
1370,taco_bell,Chips and Nacho Cheese Sauce,2.39,23540,Chips and Nacho Cheese Sauce,0,1,954600,Appetizers & Sides,taco_bell,Chips and Nacho Cheese Sauce,"Chips and Nacho Cheese Sauce, Veggie Cravings",,,,,220,13.0,1.5,0,0,280,24,2,1,3,,,,,,,,,,,,
1371,taco_bell,"Meal for 2
2 Crunchwrap Supremes
2 Bean Burritos
2 Soft Tacos
2 Chips and Nacho Cheese Sauces",12.50,23540,Chips and Nacho Cheese Sauce,0,1,954600,Appetizers & Sides,taco_bell,Chips and Nacho Cheese Sauce,"Chips and Nacho Cheese Sauce, Veggie Cravings",,,,,220,13.0,1.5,0,0,280,24,2,1,3,,,,,,,,,,,,
1372,taco_bell,"Meal for 4
2 Crunchwrap Supremes
2 Chicken Quesadillas
4 Soft Tacos
2 Chips and Nacho Cheese Sauces",20.83,23540,Chips and Nacho Cheese Sauce,0,1,954600,Appetizers & Sides,taco_bell,Chips and Nacho Cheese Sauce,"Chips and Nacho Cheese Sauce, Veggie Cravings",,,,,220,13.0,1.5,0,0,280,24,2,1,3,,,,,,,,,,,,
1373,taco_bell,"Taco & Burrito Cravings Pack
4 Crunchy Tacos
4 Beefy 5Layer Burritos",16.99,23293,Crunchy Taco,1,0,2728,Sandwiches,taco_bell,Crunchy Taco,"Crunchy Taco, Tacos, Specialties",,,,,170,10.0,3.5,0,25,300,13,3,,8,,,,,,,,,,,,
1374,taco_bell,"Taco Party Pack
6 Crunchy Tacos
6 Crunchy Tacos,,$21.49,170 Cal Per Item",,23293,Crunchy Taco,1,0,2728,Sandwiches,taco_bell,Crunchy Taco,"Crunchy Taco, Tacos, Specialties",,,,,170,10.0,3.5,0,25,300,13,3,,8,,,,,,,,,,,,
1375,taco_bell,"Supreme Taco Party Pack
6 Crunchy Taco Supremes
6 Crunchy Taco Supremes",25.99,23294,Crunchy Taco Supreme,1,0,2730,Sandwiches,taco_bell,Crunchy Taco Supreme,"Crunchy Taco Supreme, Tacos",,,,,190,11.0,4.5,0,25,320,15,3,2,8,,,,,,,,,,,,
1376,taco_bell,"Soft Taco Party Pack
6 Soft Tacos
6 Soft Tacos,,$21.49,180 Cal Per Item",,23295,Soft Taco - Beef,1,0,2741,Sandwiches,taco_bell,Soft Taco - Beef,"Soft Taco - Beef, Tacos",,,,,180,9.0,4,0,25,500,18,3,1,9,,,,,,,,,,,,
1377,taco_bell,"Supreme Soft Taco Party Pack
6 Soft Taco Supremes
6 Soft Taco Supremes",25.99,23296,Soft Taco Supreme - Beef,1,0,2746,Sandwiches,taco_bell,Soft Taco Supreme - Beef,"Soft Taco Supreme - Beef, Tacos",,,,,210,10.0,5,0,25,510,20,3,2,9,,,,,,,,,,,,
1378,taco_bell,"Variety Taco Party Pack
6 Crunchy Tacos
6 Nacho Cheese Doritos Locos Tacos",25.99,23333,Nacho Cheese Doritos Locos Taco,1,0,64359,Sandwiches,taco_bell,Nacho Cheese Doritos Locos Taco,"Nacho Cheese Doritos Locos Taco, Tacos, Specialties",,,,,170,9.0,3.5,0,25,350,13,3,,8,,,,,,,,,,,,
1379,taco_bell,"Supreme Variety Taco Party Pack
6 Crunchy Taco Supremes
6 Nacho Cheese Doritos Locos Tacos Supremes",25.99,23332,Nacho Cheese Doritos Locos Taco Supreme,1,0,64352,Sandwiches,taco_bell,Nacho Cheese Doritos Locos Taco Supreme,"Nacho Cheese Doritos Locos Taco Supreme, Tacos",,,,,190,11.0,4.5,0,25,360,15,3,2,8,,,,,,,,,,,,
1380,taco_bell,Bean Burrito,2.79,23289,Bean Burrito (V),1,0,2707,Sandwiches,taco_bell,Bean Burrito (V),"Bean Burrito (V), Burritos, Veggie Cravings",,,,,350,9.0,4,0,5,1040,55,10,3,13,,,,,,,,,,,,
1381,taco_bell,Cheesy Bean and Rice Burrito,1.89,23305,Cheesy Bean & Rice Burrito - Value Menu,1,0,24345,Sandwiches,taco_bell,Cheesy Bean & Rice Burrito - Value Menu,"Cheesy Bean & Rice Burrito - Value Menu, New Cravings Value Menu, Veggie Cravings",,,,,420,16.0,4,0,,920,55,7,3,9,,,,,,,,,,,,
1382,taco_bell,Fiesta Veggie Burrito,2.49,23670,Fiesta Veggie Burrito - Value Menu,0,1,954730,Sandwiches,taco_bell,Fiesta Veggie Burrito - Value Menu,"Fiesta Veggie Burrito - Value Menu, New Cravings Value Menu",,,,,570,28.0,8,0,25,1030,65,8,4,14,,,,,,,,,,,,
1383,taco_bell,Spicy Potato Soft Taco,1.69,23339,Spicy Potato Soft Taco,1,0,102409,Sandwiches,taco_bell,Spicy Potato Soft Taco,"Spicy Potato Soft Taco, Veggie Cravings, New Cravings Value Menu",,,,,240,12.0,3,0,10,480,28,2,1,5,,,,,,,,,,,,
1384,taco_bell,Black Bean Chalupa Supreme,5.19,23662,Black Bean Chalupa Supreme,0,1,954722,Sandwiches,taco_bell,Black Bean Chalupa Supreme,"Black Bean Chalupa Supreme, Veggie Cravings",,,,,340,18.0,4,0,10,460,36,6,4,10,,,,,,,,,,,,
1385,taco_bell,Black Bean Crunchwrap Supreme,5.49,23505,Black Bean Crunchwrap Supreme - Specialties,1,0,943822,Sandwiches,taco_bell,Black Bean Crunchwrap Supreme - Specialties,"Black Bean Crunchwrap Supreme - Specialties, Veggie Cravings",,,,,520,18.0,5,0,5,1100,77,7,6,13,,,,,,,,,,,,
1386,taco_bell,Veggie Mexican Pizza,5.19,23658,Mexican Pizza - Veggie - Specialties,0,1,954718,Pizza,taco_bell,Mexican Pizza - Veggie - Specialties,Mexican Pizza - Veggie - Specialties,,,,,470,25.0,6,0,20,690,46,8,3,14,,,,,,,,,,,,
1387,taco_bell,Cheese Quesadilla,5.39,23655,Cheese Quesadilla,0,1,954715,Entrees,taco_bell,Cheese Quesadilla,"Cheese Quesadilla, Veggie Cravings",,,,,470,24.0,13,0,50,1000,41,3,3,18,,,,,,,,,,,,
1388,taco_bell,Power Menu Bowl - Veggie,7.19,23324,Power Menu Bowl - Veggie (V),1,0,34574,Entrees,taco_bell,Power Menu Bowl - Veggie (V),"Power Menu Bowl - Veggie (V), Power Menu",,,,,420,20.0,6,0,20,870,47,10,3,13,,,,,,,,,,,,
1389,taco_bell,Cheesy Roll Up,1.89,23303,Cheesy Roll Up - Value Menu,1,0,4447,Sandwiches,taco_bell,Cheesy Roll Up - Value Menu,"Cheesy Roll Up - Value Menu, New Cravings Value Menu, Specialties, Veggie Cravings",,,,,180,9.0,6,0,20,430,17,1,1,8,,,,,,,,,,,,
1390,taco_bell,Cheesy Fiesta Potatoes,2.59,23286,Cheesy Fiesta Potatoes - Specialties,1,0,1686,Fried Potatoes,taco_bell,Cheesy Fiesta Potatoes - Specialties,"Cheesy Fiesta Potatoes - Specialties, Veggie Cravings, Sides & Sweets",,,,,240,13.0,2,0,,520,28,3,1,3,,,,,,,,,,,,
1391,taco_bell,Chips and Nacho Cheese Sauce,2.39,23540,Chips and Nacho Cheese Sauce,0,1,954600,Appetizers & Sides,taco_bell,Chips and Nacho Cheese Sauce,"Chips and Nacho Cheese Sauce, Veggie Cravings",,,,,220,13.0,1.5,0,0,280,24,2,1,3,,,,,,,,,,,,
1392,taco_bell,Black Beans,2.49,23328,Black Beans (V),1,0,34610,Appetizers & Sides,taco_bell,Black Beans (V),"Black Beans (V), Sides & Sweetss, Veggie Cravings",,,,,50,1.5,0,0,0,140,7,3,,3,,,,,,,,,,,,
1393,taco_bell,Black Beans and Rice,2.19,23329,Black Beans & Rice (V),1,0,64339,Appetizers & Sides,taco_bell,Black Beans & Rice (V),"Black Beans & Rice (V), Sides & Sweets, Veggie Cravings",,,,,160,4.5,0,0,0,370,25,4,,4,,,,,,,,,,,,
1394,taco_bell,Pintos N Cheese,2.49,23373,Quesadilla - Cheese (V),1,0,178775,Entrees,taco_bell,Quesadilla - Cheese (V),"Quesadilla - Cheese (V), Quesadillas",,,,,470,24.0,13,0,50,1000,41,3,3,18,,,,,,,,,,,,
1395,taco_bell,Cinnamon Twists,1.79,23302,Cinnamon Twists (V),1,0,3649,Baked Goods,taco_bell,Cinnamon Twists (V),"Cinnamon Twists (V), Sides & Sweets, Veggie Cravings, New Cravings Value Menu",,,,,170,6.0,0.5,0,0,115,27,,10,1,,,,,,,,,,,,
1396,taco_bell,Cinnabon Delights 2 Pack,2.19,23544,Cinnabon Delights (2 Pack),0,1,954604,Baked Goods,taco_bell,Cinnabon Delights (2 Pack),"Cinnabon Delights (2 Pack), Veggie Cravings",,,,2 pack,160,9.0,2,0,5,80,17,0,10,2,,,,,,,,,,,,
1397,taco_bell,Cinnabon Delights 12 Pack,6.99,23542,Cinnabon Delights (12 Pack - Serves 4),0,1,954602,Baked Goods,taco_bell,Cinnabon Delights (12 Pack - Serves 4),"Cinnabon Delights (12 Pack - Serves 4), Veggie Cravings",,,,12 pack,930,53.0,13,2,40,480,104,3,59,9,,,,,,,,,,,,
1398,taco_bell,Power Menu Bowl,7.79,23323,Power Menu Bowl - Steak,1,0,34573,Entrees,taco_bell,Power Menu Bowl - Steak,"Power Menu Bowl - Steak, Power Menu",,,,,480,23.0,7,0,60,1280,42,7,4,25,,,,,,,,,,,,
1399,taco_bell,Power Menu Bowl - Veggie,7.19,23324,Power Menu Bowl - Veggie (V),1,0,34574,Entrees,taco_bell,Power Menu Bowl - Veggie (V),"Power Menu Bowl - Veggie (V), Power Menu",,,,,420,20.0,6,0,20,870,47,10,3,13,,,,,,,,,,,,
1400,wendys,Baconator,6.09,24993,Baconator,1,0,24970,Burgers,wendys,Baconator,"Baconator, Premium Bun, Ketchup, Mayo, American Cheese Slice, Hamburger Patties, Applewood Smoked Bacon, Choice of Adding Lite, Regular or Xtra: Marinara, Tomato, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce,  Smoky Honey Mustard, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Applewood Smoked Bacon, Muenster, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers",,,,,960,66.0,27,3,155,1540,36,1,7,57,15.0,,,,,,,,,,,
1401,wendys,Son of Baconator,4.69,25005,Son of Baconator,1,0,34714,Burgers,wendys,Son of Baconator,"Son of Baconator, Premium Bun, Ketchup, Mayo, Jr. Hamburger Patties, Applewood Smoked Bacon, American Cheese Slice, Choice of Adding Lite, Regular or Xtra: Marinara, Mustard, Ranch, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Applewood Smoked Bacon, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers",,,,,630,40.0,16,1.5,85,1210,36,1,7,32,10.0,,,,,,,,,,,
1402,wendys,Son of Baconator – Combo,6.69,25005,Son of Baconator,1,0,34714,Burgers,wendys,Son of Baconator,"Son of Baconator, Premium Bun, Ketchup, Mayo, Jr. Hamburger Patties, Applewood Smoked Bacon, American Cheese Slice, Choice of Adding Lite, Regular or Xtra: Marinara, Mustard, Ranch, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Applewood Smoked Bacon, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers",,,,,630,40.0,16,1.5,85,1210,36,1,7,32,10.0,,,,,,,,,,,
1403,wendys,Gouda Bacon Cheeseburger (Limited Time),4.99,24981,Jr. Bacon Cheeseburger,1,0,229,Burgers,wendys,Jr. Bacon Cheeseburger,"Jr. Bacon Cheeseburger, Sandwich Bun, American Cheese Slice, Applewood Smoked Bacon, Jr. Hamburger Patties, Mayo, Tomato, Lettuce, Choice of Adding Lite, Regular or Xtra: Mustard, Ketchup, Crinkle Cut Pickles, Sweet Onion, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Muenster, Asiago, Hamburgers, Biggie Deals",,,,,370,23.0,8,1,45,650,25,1,5,18,6.0,,,,,,,,,,,
1404,wendys,Gouda Bacon Cheeseburger – Combo (Limited Time),6.99,24981,Jr. Bacon Cheeseburger,1,0,229,Burgers,wendys,Jr. Bacon Cheeseburger,"Jr. Bacon Cheeseburger, Sandwich Bun, American Cheese Slice, Applewood Smoked Bacon, Jr. Hamburger Patties, Mayo, Tomato, Lettuce, Choice of Adding Lite, Regular or Xtra: Mustard, Ketchup, Crinkle Cut Pickles, Sweet Onion, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Muenster, Asiago, Hamburgers, Biggie Deals",,,,,370,23.0,8,1,45,650,25,1,5,18,6.0,,,,,,,,,,,
1405,wendys,Upgrade to Medium Combo,0.60,25085,"Strawberry Sweet Iced Tea, Medium",0,1,955010,Beverages,wendys,"Strawberry Sweet Iced Tea, Medium","Strawberry Sweet Iced Tea, Medium, Beverages",,,,Medium,240,0.0,0,0,0,15,60,0,59,0,2.0,,,,,,,,,,,
1406,wendys,Upgrade to Large Combo,1.10,25025,"Cold Brew Iced Coffee, Large",1,0,921378,Beverages,wendys,"Cold Brew Iced Coffee, Large","Cold Brew Iced Coffee, Large, Choice of Adding: Ice Cubes, Zero Calorie Sweetener, Coffee Creamer, Sugar, Beverages",,,,Large,25,0.0,0,0,0,30,5,0,0,1,2.0,,,,,,,,,,,
1407,wendys,Spicy Chicken,4.69,24985,Spicy Chicken Sandwich,1,0,453,Sandwiches,wendys,Spicy Chicken Sandwich,"Spicy Chicken Sandwich, Premium Bun, Spicy Chicken Breast, Lettuce, Tomato, Mayo, Choice of Adding Lite, Regular or Xtra: Crispy Onions, Marinara, Ketchup, Smoky Honey Mustard, Mustard, Ranch, Bourbon Bacon Sauce, Cheddar Cheese Sauce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Fried Mozzarella, Applewood Smoked Bacon, Avocado, American Cheese Slice, Asiago, Chicken, Nuggets & More",,,,,490,20.0,3.5,0,70,1160,50,3,5,28,10.0,,,,,,,,,,,
1408,wendys,Spicy Chicken – Combo,6.69,24985,Spicy Chicken Sandwich,1,0,453,Sandwiches,wendys,Spicy Chicken Sandwich,"Spicy Chicken Sandwich, Premium Bun, Spicy Chicken Breast, Lettuce, Tomato, Mayo, Choice of Adding Lite, Regular or Xtra: Crispy Onions, Marinara, Ketchup, Smoky Honey Mustard, Mustard, Ranch, Bourbon Bacon Sauce, Cheddar Cheese Sauce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Fried Mozzarella, Applewood Smoked Bacon, Avocado, American Cheese Slice, Asiago, Chicken, Nuggets & More",,,,,490,20.0,3.5,0,70,1160,50,3,5,28,10.0,,,,,,,,,,,
1409,wendys,Homestyle Chicken,4.69,25012,Crispy Chicken BLT,1,0,125089,Sandwiches,wendys,Crispy Chicken BLT,"Crispy Chicken BLT, Sandwich Bun, American Cheese Slice, Crispy Chicken Patty, Applewood Smoked Bacon, Mayo, Tomato, Lettuce, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Smoky Honey Mustard, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce, Shredded Cheddar Cheese, Beer Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Muenster, Chicken, Nuggets & More, Biggie Deals",,,,,420,23.0,6,0,50,1010,35,1,5,19,8.0,,,,,,,,,,,
1410,wendys,Homestyle Chicken – Combo,6.69,25035,10 pc Spicy Chicken Nuggets,1,0,943369,Entrees,wendys,10 pc Spicy Chicken Nuggets,"10 pc Spicy Chicken Nuggets, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More",10,,pc,,470,31.0,7,0,65,1190,22,2,0,26,8.0,,,,,,,,,,,
1411,wendys,Asiago Ranch Chicken Club,5.49,25036,Asiago Ranch Classic Chicken Club,1,0,943388,Sandwiches,wendys,Asiago Ranch Classic Chicken Club,"Asiago Ranch Classic Chicken Club, Premium Bun, Asiago, Lettuce, Tomato, Ranch, Applewood Smoked Bacon, Classic Chicken Breast, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Marinara, Smoky Honey Mustard, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Cheddar Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Fried Mozzarella, Crispy Onions, Avocado, American Cheese Slice, Muenster, Chicken, Nuggets & More",,,,,630,31.0,8,0,100,1800,50,2,6,36,10.0,,,,,,,,,,,
1412,wendys,Asiago Ranch Chicken Club – Combo,7.49,25036,Asiago Ranch Classic Chicken Club,1,0,943388,Sandwiches,wendys,Asiago Ranch Classic Chicken Club,"Asiago Ranch Classic Chicken Club, Premium Bun, Asiago, Lettuce, Tomato, Ranch, Applewood Smoked Bacon, Classic Chicken Breast, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Marinara, Smoky Honey Mustard, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Cheddar Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Fried Mozzarella, Crispy Onions, Avocado, American Cheese Slice, Muenster, Chicken, Nuggets & More",,,,,630,31.0,8,0,100,1800,50,2,6,36,10.0,,,,,,,,,,,
1413,wendys,Ultimate Chicken Grill,4.69,25033,4pc Spicy Chicken Nuggets,1,0,943367,Entrees,wendys,4pc Spicy Chicken Nuggets,"4pc Spicy Chicken Nuggets, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More, Fries & Sides",4,,pc,,190,12.0,3,0,25,480,9,1,0,10,2.0,,,,,,,,,,,
1414,wendys,10 Pc. Chicken Nuggets – Combo,5.99,25035,10 pc Spicy Chicken Nuggets,1,0,943369,Entrees,wendys,10 pc Spicy Chicken Nuggets,"10 pc Spicy Chicken Nuggets, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More",10,,pc,,470,31.0,7,0,65,1190,22,2,0,26,8.0,,,,,,,,,,,
1415,wendys,Upgrade to Medium Combo,0.60,25085,"Strawberry Sweet Iced Tea, Medium",0,1,955010,Beverages,wendys,"Strawberry Sweet Iced Tea, Medium","Strawberry Sweet Iced Tea, Medium, Beverages",,,,Medium,240,0.0,0,0,0,15,60,0,59,0,2.0,,,,,,,,,,,
1416,wendys,Upgrade to Large Combo,1.10,25025,"Cold Brew Iced Coffee, Large",1,0,921378,Beverages,wendys,"Cold Brew Iced Coffee, Large","Cold Brew Iced Coffee, Large, Choice of Adding: Ice Cubes, Zero Calorie Sweetener, Coffee Creamer, Sugar, Beverages",,,,Large,25,0.0,0,0,0,30,5,0,0,1,2.0,,,,,,,,,,,
1417,wendys,Apple Pecan Chicken,4.69,25047,Apple Pecan Salad,1,0,951059,Salads,wendys,Apple Pecan Salad,"Apple Pecan Salad, Roasted Pecans, Blue Cheese Crumbles, Grilled Chicken, Choice of Dressing: Pomegranate Vinaigrette, Southwest Ranch, Caesar or Ranch Dressing, Choice of Adding Lite, Regular or Xtra: Sweet Onion, Choice of Adding: Parmesan Crisps, Avocado, Fresh Made Salads",,,,,440,24.0,10,0,90,1290,27,5,18,29,15.0,,,,,,,,,,,
1418,wendys,Apple Pecan Chicken,6.69,25047,Apple Pecan Salad,1,0,951059,Salads,wendys,Apple Pecan Salad,"Apple Pecan Salad, Roasted Pecans, Blue Cheese Crumbles, Grilled Chicken, Choice of Dressing: Pomegranate Vinaigrette, Southwest Ranch, Caesar or Ranch Dressing, Choice of Adding Lite, Regular or Xtra: Sweet Onion, Choice of Adding: Parmesan Crisps, Avocado, Fresh Made Salads",,,,,440,24.0,10,0,90,1290,27,5,18,29,15.0,,,,,,,,,,,
1419,wendys,Asian Cashew Chicken,4.69,25033,4pc Spicy Chicken Nuggets,1,0,943367,Entrees,wendys,4pc Spicy Chicken Nuggets,"4pc Spicy Chicken Nuggets, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More, Fries & Sides",4,,pc,,190,12.0,3,0,25,480,9,1,0,10,2.0,,,,,,,,,,,
1420,wendys,Asian Cashew Chicken,6.69,25033,4pc Spicy Chicken Nuggets,1,0,943367,Entrees,wendys,4pc Spicy Chicken Nuggets,"4pc Spicy Chicken Nuggets, Choice of Sauce: Barbecue, Honey Mustard Dipping Sauce, Buttermilk Ranch, Ghost Pepper Ranch, Ketchup, Sweet & Sour, Chicken, Nuggets & More, Fries & Sides",4,,pc,,190,12.0,3,0,25,480,9,1,0,10,2.0,,,,,,,,,,,
1421,wendys,BBQ Ranch Chicken,4.69,25036,Asiago Ranch Classic Chicken Club,1,0,943388,Sandwiches,wendys,Asiago Ranch Classic Chicken Club,"Asiago Ranch Classic Chicken Club, Premium Bun, Asiago, Lettuce, Tomato, Ranch, Applewood Smoked Bacon, Classic Chicken Breast, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Marinara, Smoky Honey Mustard, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Cheddar Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Fried Mozzarella, Crispy Onions, Avocado, American Cheese Slice, Muenster, Chicken, Nuggets & More",,,,,630,31.0,8,0,100,1800,50,2,6,36,10.0,,,,,,,,,,,
1422,wendys,BBQ Ranch Chicken,6.69,25036,Asiago Ranch Classic Chicken Club,1,0,943388,Sandwiches,wendys,Asiago Ranch Classic Chicken Club,"Asiago Ranch Classic Chicken Club, Premium Bun, Asiago, Lettuce, Tomato, Ranch, Applewood Smoked Bacon, Classic Chicken Breast, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Marinara, Smoky Honey Mustard, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Cheddar Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Fried Mozzarella, Crispy Onions, Avocado, American Cheese Slice, Muenster, Chicken, Nuggets & More",,,,,630,31.0,8,0,100,1800,50,2,6,36,10.0,,,,,,,,,,,
1423,wendys,Spicy Chicken Caesar,4.69,24985,Spicy Chicken Sandwich,1,0,453,Sandwiches,wendys,Spicy Chicken Sandwich,"Spicy Chicken Sandwich, Premium Bun, Spicy Chicken Breast, Lettuce, Tomato, Mayo, Choice of Adding Lite, Regular or Xtra: Crispy Onions, Marinara, Ketchup, Smoky Honey Mustard, Mustard, Ranch, Bourbon Bacon Sauce, Cheddar Cheese Sauce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Fried Mozzarella, Applewood Smoked Bacon, Avocado, American Cheese Slice, Asiago, Chicken, Nuggets & More",,,,,490,20.0,3.5,0,70,1160,50,3,5,28,10.0,,,,,,,,,,,
1424,wendys,Spicy Chicken Caesar,6.69,24985,Spicy Chicken Sandwich,1,0,453,Sandwiches,wendys,Spicy Chicken Sandwich,"Spicy Chicken Sandwich, Premium Bun, Spicy Chicken Breast, Lettuce, Tomato, Mayo, Choice of Adding Lite, Regular or Xtra: Crispy Onions, Marinara, Ketchup, Smoky Honey Mustard, Mustard, Ranch, Bourbon Bacon Sauce, Cheddar Cheese Sauce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Fried Mozzarella, Applewood Smoked Bacon, Avocado, American Cheese Slice, Asiago, Chicken, Nuggets & More",,,,,490,20.0,3.5,0,70,1160,50,3,5,28,10.0,,,,,,,,,,,
1425,wendys,Jr. Cheeseburger Deluxe,1.89,24983,Jr. Cheeseburger Deluxe,1,0,231,Burgers,wendys,Jr. Cheeseburger Deluxe,"Jr. Cheeseburger Deluxe, Sandwich Bun, American Cheese Slice, Jr. Hamburger Patty, Mayo, Ketchup, Crinkle Cut Pickles, Sweet Onion, Tomato, Lettuce, Choice of Adding Lite, Regular or Xtra: Mustard, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Applewood Smoked Bacon, Muenster, Asiago, Hamburgers, Biggie Deals",,,,,340,20.0,7,1,40,610,27,1,6,15,6.0,,,,,,,,,,,
1426,wendys,Jr. Bacon Cheeseburger,1.99,24981,Jr. Bacon Cheeseburger,1,0,229,Burgers,wendys,Jr. Bacon Cheeseburger,"Jr. Bacon Cheeseburger, Sandwich Bun, American Cheese Slice, Applewood Smoked Bacon, Jr. Hamburger Patties, Mayo, Tomato, Lettuce, Choice of Adding Lite, Regular or Xtra: Mustard, Ketchup, Crinkle Cut Pickles, Sweet Onion, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Muenster, Asiago, Hamburgers, Biggie Deals",,,,,370,23.0,8,1,45,650,25,1,5,18,6.0,,,,,,,,,,,
1427,wendys,Double Stack,2.09,24982,Double Stack,1,0,230,Burgers,wendys,Double Stack,"Double Stack, Sandwich Bun, American Cheese Slice, Applewood Smoked Bacon, Jr. Hamburger Patties, Mustard, Ketchup, Crinkle Cut Pickles, Sweet Onion, Choice of Adding Lite, Regular or Xtra: Mayo, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Applewood Smoked Bacon, Muenster, Asiago, Hamburgers, Biggie Deals",,,,,410,24.0,10,1.5,60,690,26,1,6,23,6.0,,,,,,,,,,,
