,restaurant,item,ms_item,matched_2021,new_item_2022,menu_item_id,food_category,item_description,serving_size,serving_size_text,serving_size_unit,serving_size_household,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein,potassium,notes,calories_text,total_fat_text,saturated_fat_text,trans_fat_text,cholesterol_text,sodium_text,carbohydrates_text,dietary_fiber_text,sugar_text,protein_text,bestseller
350,culvers,"
George’s Chili
",Chili Cheddar Fries,1,0,1563,Fried Potatoes,"Chili Cheddar Fries, Sides",,,,,690,32.0,10.0,0.0,45.0,1580,80.0,7.0,3.0,19.0,,,,,,,,,,,,,0
351,culvers,"
Chili Supreme
",George's Chili Supreme,1,0,1523,Soup,"George's Chili Supreme, Soups",,,,,385,20.0,9.0,1.0,72.0,1470,27.0,7.0,7.0,20.0,,,,,,,,,,,,,0
352,culvers,"
Soft Drink Small
","Diet Dr Pepper, Small",1,0,928517,Beverages,"Diet Dr Pepper, Small, Drinks",,,,Small,0,0.0,0.0,0.0,0.0,95,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0
353,culvers,"
Soft Drink Medium
","Diet Dr Pepper, Medium",1,0,928518,Beverages,"Diet Dr Pepper, Medium, Drinks",,,,Medium,0,0.0,0.0,0.0,0.0,130,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0
354,culvers,"
Soft Drink Large
","Diet Dr Pepper, Large",1,0,928519,Beverages,"Diet Dr Pepper, Large, Drinks",,,,Large,0,0.0,0.0,0.0,0.0,190,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0
355,culvers,"
Root Beer Float Small
","Culver's Root Beer Float, Small",1,0,13962,Beverages,"Culver's Root Beer Float, Small, Handcrafted Beverages",,,,Small,400,17.0,10.0,0.0,105.0,135,61.0,0.0,58.0,5.0,,,,,,,,,,,,,0
356,culvers,"
Root Beer Float Medium
","Culver's Root Beer Float, Medium",1,0,13963,Beverages,"Culver's Root Beer Float, Medium, Handcrafted Beverages",,,,Medium,440,17.0,10.0,0.0,105.0,160,72.0,0.0,68.0,5.0,,,,,,,,,,,,,0
357,culvers,"
White or Chocolate Milk
",1% Low Fat Chocolate Milk,1,0,60671,Beverages,"1% Low Fat Chocolate Milk, Kids' Meals",,,,,160,2.0,1.5,0.0,15.0,220,27.0,0.0,26.0,8.0,,,,,,,,,,,,,0
358,culvers,"
Bottled Water
",Bottled Water,1,0,928512,Beverages,"Bottled Water, Drinks",,,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0
359,culvers,"
Concrete Mixers Mini
","Mint Concrete Mixer made w/ Oreo, Mini",1,0,13928,Beverages,"Mint Concrete Mixer made w/ Oreo, Mini, Concrete Mixers",,,,Mini,470,24.0,15.0,0.5,140.0,190,57.0,0.0,47.0,7.0,,,,,,,,,,,,,0
360,culvers,"
Turtle 1 Scoop
","Turtle Sundae, 1 Scoop",1,0,13939,Desserts,"Turtle Sundae, 1 Scoop, Classic Sundaes",,,,1 scoop,640,41.0,15.0,0.5,118.0,290,60.0,2.0,46.0,8.0,,,,,,,,,,,,,0
361,culvers,"
Turtle 2 Scoop
","Turtle Sundae, 2 Scoop",1,0,13940,Desserts,"Turtle Sundae, 2 Scoop, Classic Sundaes",,,,2 scoop,1040,61.0,29.0,1.0,225.0,470,111.0,2.0,88.0,14.0,,,,,,,,,,,,,0
362,culvers,"
Turtle 3 Scoop
","Turtle Sundae, 3 Scoop",1,0,13941,Desserts,"Turtle Sundae, 3 Scoop, Classic Sundaes",,,,3 scoop,1190,71.0,34.0,1.5,285.0,510,127.0,2.0,101.0,17.0,,,,,,,,,,,,,0
363,culvers,"
Caramel Cashew 1 Scoop
","Caramel Cashew, 1 Scoop",1,0,13896,Desserts,"Caramel Cashew, 1 Scoop, Classic Sundaes",,,,1 scoop,600,33.0,15.0,0.5,120.0,300,67.0,1.0,45.0,10.0,,,,,,,,,,,,,0
364,culvers,"
Caramel Cashew 2 Scoop
","Caramel Cashew, 2 Scoop",1,0,13897,Desserts,"Caramel Cashew, 2 Scoop, Classic Sundaes",,,,2 scoop,1000,52.0,27.0,1.0,230.0,480,121.0,1.0,85.0,16.0,,,,,,,,,,,,,0
365,culvers,"
Caramel Cashew 3 Scoop
","Caramel Cashew, 3 Scoop",1,0,13898,Desserts,"Caramel Cashew, 3 Scoop, Classic Sundaes",,,,3 scoop,1150,62.0,32.0,1.5,290.0,520,137.0,1.0,98.0,19.0,,,,,,,,,,,,,0
366,culvers,"
Crinkle Cut Fries
","Crinkle Cut Fries, Small",1,0,1564,Fried Potatoes,"Crinkle Cut Fries, Small, Kids' Meals, Sides",,,,Small,240,9.0,1.0,0.0,0.0,350,35.0,3.0,0.0,4.0,,,,,,,,,,,,,1
367,culvers,"
Side Salad
",Side Salad,1,0,1822,Salads,"Side Salad, Sides",,,,,50,2.0,1.0,0.0,6.0,100,5.0,1.0,1.0,2.0,,,,,,,,,,,,,0
368,culvers,"
Onion Rings
",Onion Rings,1,0,2133,Appetizers & Sides,"Onion Rings, Sides",,,,,400,22.0,2.5,0.0,0.0,530,44.0,3.0,3.0,6.0,,,,,,,,,,,,,0
369,culvers,"
Chili Cheddar Fries
",Chili Cheddar Fries,1,0,1563,Fried Potatoes,"Chili Cheddar Fries, Sides",,,,,690,32.0,10.0,0.0,45.0,1580,80.0,7.0,3.0,19.0,,,,,,,,,,,,,0
370,culvers,"
Cheese Curds
",Wisconsin Cheese Curds,1,0,2088,Appetizers & Sides,"Wisconsin Cheese Curds, Sides",,,,,510,25.0,12.0,1.0,55.0,1230,51.0,0.0,4.0,20.0,,,,,,,,,,,,,0
371,dairy_queen,Peanut Buster Parfait,Peanut Buster Parfait,1,0,14308,Desserts,"Peanut Buster Parfait, Curl on Top Treats",,,,,710,31.0,18.0,0.5,35.0,340,95.0,3.0,68.0,17.0,,,,,,,,,,,,,0
372,dairy_queen,Banana Split,Banana Split,1,0,14122,Desserts,"Banana Split, Curl on Top Treats",,,,,520,14.0,9.0,0.5,30.0,150,94.0,4.0,74.0,9.0,,,,,,,,,,,,,0
373,dairy_queen,Dipped Cone,"Dipped Cone, Cherry - Small",1,0,928813,Desserts,"Dipped Cone, Cherry - Small, Cones",,,,Small,320,15.0,12.0,0.0,25.0,95,40.0,0.0,31.0,6.0,,,,,,,,,,,,,0
374,dairy_queen,Dipped Cone,"Dipped Cone, Cherry - Small",1,0,928813,Desserts,"Dipped Cone, Cherry - Small, Cones",,,,Small,320,15.0,12.0,0.0,25.0,95,40.0,0.0,31.0,6.0,,,,,,,,,,,,,0
375,dairy_queen,Dipped Cone,"Dipped Cone, Cherry - Small",1,0,928813,Desserts,"Dipped Cone, Cherry - Small, Cones",,,,Small,320,15.0,12.0,0.0,25.0,95,40.0,0.0,31.0,6.0,,,,,,,,,,,,,0
376,dairy_queen,Waffle Cone (Plain),Vanilla Cone - Kids',1,0,14362,Desserts,"Vanilla Cone - Kids', Cones",,,,Kids,160,4.5,3.0,0.2,15.0,65,25.0,0.0,18.0,4.0,,,,,,,,,,,,,0
377,dairy_queen,Waffle Cone (Chocolate Coated),Chocolate Cone - Kids',1,0,14172,Desserts,"Chocolate Cone - Kids', Cones",,,,Kids,160,5.0,3.0,0.0,15.0,60,25.0,0.0,17.0,4.0,,,,,,,,,,,,,0
378,dairy_queen,Triple Chocolate Brownie,Triple Chocolate Brownie Dessert,0,1,952639,Desserts,"Triple Chocolate Brownie Dessert, Curl on Top Treats",,,,,540,25.0,9.0,0.0,45.0,260,74.0,3.0,57.0,8.0,,,,,,,,,,,,,0
379,dairy_queen,Premium Fruit Smoothie,Blueberry Mango Twist Premium Fruit Smoothie - Small,0,1,952642,Beverages,"Blueberry Mango Twist Premium Fruit Smoothie - Small, Premium Fruit Smoothies",,,,Small,270,0.2,0.0,0.0,0.0,95,63.0,1.0,61.0,4.0,,,,,,,,,,,,,0
380,dairy_queen,Premium Fruit Smoothie,Blueberry Mango Twist Premium Fruit Smoothie - Small,0,1,952642,Beverages,"Blueberry Mango Twist Premium Fruit Smoothie - Small, Premium Fruit Smoothies",,,,Small,270,0.2,0.0,0.0,0.0,95,63.0,1.0,61.0,4.0,,,,,,,,,,,,,0
381,dairy_queen,Premium Fruit Smoothie,Blueberry Mango Twist Premium Fruit Smoothie - Small,0,1,952642,Beverages,"Blueberry Mango Twist Premium Fruit Smoothie - Small, Premium Fruit Smoothies",,,,Small,270,0.2,0.0,0.0,0.0,95,63.0,1.0,61.0,4.0,,,,,,,,,,,,,0
382,dairy_queen,Julius Original,Blueberry Mango Twist Julius Original -Small,0,1,952646,Beverages,"Blueberry Mango Twist Julius Original -Small, Julius Originals",,,,Small,340,0.2,0.0,0.0,0.0,35,85.0,1.0,82.0,1.0,,,,,,,,,,,,,0
383,dairy_queen,Julius Original,Blueberry Mango Twist Julius Original -Small,0,1,952646,Beverages,"Blueberry Mango Twist Julius Original -Small, Julius Originals",,,,Small,340,0.2,0.0,0.0,0.0,35,85.0,1.0,82.0,1.0,,,,,,,,,,,,,0
384,dairy_queen,Julius Original,Blueberry Mango Twist Julius Original -Small,0,1,952646,Beverages,"Blueberry Mango Twist Julius Original -Small, Julius Originals",,,,Small,340,0.2,0.0,0.0,0.0,35,85.0,1.0,82.0,1.0,,,,,,,,,,,,,0
385,dairy_queen,Add a Boost (Protein),Add A Banana - Small,1,0,136461,Toppings & Ingredients,"Add A Banana - Small, Supplemental Facts, Julius Originals",30.0,,g,,25,0.0,0.0,0.0,0.0,0,7.0,1.0,4.0,0.0,,,,,,,,,,,,,0
386,dairy_queen,Add a Boost (Fresh Banana),Add A Banana - Small,1,0,136461,Toppings & Ingredients,"Add A Banana - Small, Supplemental Facts, Julius Originals",30.0,,g,,25,0.0,0.0,0.0,0.0,0,7.0,1.0,4.0,0.0,,,,,,,,,,,,,0
387,dairy_queen,1/2 lb. FlameThrower GrillBurger,Biscuits & Gravy (1/2 Order),0,1,952553,Appetizers & Sides,"Biscuits & Gravy (1/2 Order), Breakfast",,,,,340,18.0,6.0,0.5,5.0,920,25.0,1.0,2.0,3.0,,,,,,,,,,,,,0
388,dairy_queen,1/2 lb. Cheese GrillBurger ,Biscuits & Gravy (1/2 Order),0,1,952553,Appetizers & Sides,"Biscuits & Gravy (1/2 Order), Breakfast",,,,,340,18.0,6.0,0.5,5.0,920,25.0,1.0,2.0,3.0,,,,,,,,,,,,,0
389,dairy_queen,Original Double Cheeseburger – Combo,Blueberry Mango Twist Julius Original -Small,0,1,952646,Beverages,"Blueberry Mango Twist Julius Original -Small, Julius Originals",,,,Small,340,0.2,0.0,0.0,0.0,35,85.0,1.0,82.0,1.0,,,,,,,,,,,,,0
390,dairy_queen,Chicken Sandwich (Grilled or Crispy),Chicken & Gravy Biscuit Sandwich,0,1,952556,Sandwiches,"Chicken & Gravy Biscuit Sandwich, Breakfast",,,,,500,24.0,6.0,0.0,30.0,1160,37.0,2.0,1.0,17.0,,,,,,,,,,,,,0
391,dairy_queen,Chicken Sandwich (Grilled or Crispy) – Combo,Chicken & Gravy Biscuit Sandwich,0,1,952556,Sandwiches,"Chicken & Gravy Biscuit Sandwich, Breakfast",,,,,500,24.0,6.0,0.0,30.0,1160,37.0,2.0,1.0,17.0,,,,,,,,,,,,,0
392,dairy_queen,Chicken Bacon Ranch,Chicken and Gravy Burrito,0,1,952557,Sandwiches,"Chicken and Gravy Burrito, Breakfast",,,,,320,15.0,5.0,1.0,95.0,840,31.0,2.0,1.0,15.0,,,,,,,,,,,,,0
393,dairy_queen,Chicken Mozzarella,Chicken Strips (2),1,0,29854,Appetizers & Sides,"Chicken Strips (2), Breakfast",,,,,240,12.0,2.0,0.0,30.0,660,19.0,1.0,0.0,15.0,,,,,,,,,,,,,0
394,dairy_queen,Chicken Mozzarella – Combo,Chicken & Gravy Biscuit Sandwich,0,1,952556,Sandwiches,"Chicken & Gravy Biscuit Sandwich, Breakfast",,,,,500,24.0,6.0,0.0,30.0,1160,37.0,2.0,1.0,17.0,,,,,,,,,,,,,0
395,dairy_queen,Buffalo Chicken,Chicken Strips (2),1,0,29854,Appetizers & Sides,"Chicken Strips (2), Breakfast",,,,,240,12.0,2.0,0.0,30.0,660,19.0,1.0,0.0,15.0,,,,,,,,,,,,,0
396,dairy_queen,Chicken Bacon BBQ,Chicken and Gravy Burrito,0,1,952557,Sandwiches,"Chicken and Gravy Burrito, Breakfast",,,,,320,15.0,5.0,1.0,95.0,840,31.0,2.0,1.0,15.0,,,,,,,,,,,,,0
397,dairy_queen,Chicken Quesadilla,Chicken Strips (2),1,0,29854,Appetizers & Sides,"Chicken Strips (2), Breakfast",,,,,240,12.0,2.0,0.0,30.0,660,19.0,1.0,0.0,15.0,,,,,,,,,,,,,0
398,dairy_queen,Chicken Strip Basket,Chicken and Gravy Burrito,0,1,952557,Sandwiches,"Chicken and Gravy Burrito, Breakfast",,,,,320,15.0,5.0,1.0,95.0,840,31.0,2.0,1.0,15.0,,,,,,,,,,,,,0
399,dairy_queen,Chicken Strip Basket with Drink,Nestle Drumstick with Peanuts Blizzard -Mini,0,1,952623,Desserts,"Nestle Drumstick with Peanuts Blizzard -Mini, Blizzard Treats",,,,Mini,420,22.0,16.0,0.0,25.0,135,47.0,1.0,38.0,9.0,,,,,,,,,,,,,0
400,dairy_queen,Chicken Strip Basket,Chicken and Gravy Burrito,0,1,952557,Sandwiches,"Chicken and Gravy Burrito, Breakfast",,,,,320,15.0,5.0,1.0,95.0,840,31.0,2.0,1.0,15.0,,,,,,,,,,,,,0
401,dairy_queen,Chicken Strip Basket with Drink,Nestle Drumstick with Peanuts Blizzard -Mini,0,1,952623,Desserts,"Nestle Drumstick with Peanuts Blizzard -Mini, Blizzard Treats",,,,Mini,420,22.0,16.0,0.0,25.0,135,47.0,1.0,38.0,9.0,,,,,,,,,,,,,0
402,dairy_queen,Chicken Strip Lunch,Chicken and Gravy Burrito,0,1,952557,Sandwiches,"Chicken and Gravy Burrito, Breakfast",,,,,320,15.0,5.0,1.0,95.0,840,31.0,2.0,1.0,15.0,,,,,,,,,,,,,0
403,dairy_queen,Crispy Chicken Wraps Lunch,Chicken & Gravy Biscuit Sandwich,0,1,952556,Sandwiches,"Chicken & Gravy Biscuit Sandwich, Breakfast",,,,,500,24.0,6.0,0.0,30.0,1160,37.0,2.0,1.0,17.0,,,,,,,,,,,,,0
404,dairy_queen,Chicken Wrap,Chicken Strips (2),1,0,29854,Appetizers & Sides,"Chicken Strips (2), Breakfast",,,,,240,12.0,2.0,0.0,30.0,660,19.0,1.0,0.0,15.0,,,,,,,,,,,,,0
405,dairy_queen,Cheese Curds,Pepper Jack Cheese,1,0,945393,Toppings & Ingredients,"Pepper Jack Cheese, Mobile Add Ons",,,,,50,4.5,3.0,0.0,15.0,250,0.0,0.0,0.0,3.0,,,,,,,,,,,,,0
406,dairy_queen,Cheese Curds,Pepper Jack Cheese,1,0,945393,Toppings & Ingredients,"Pepper Jack Cheese, Mobile Add Ons",,,,,50,4.5,3.0,0.0,15.0,250,0.0,0.0,0.0,3.0,,,,,,,,,,,,,0
407,dunkin_donuts,Fudge Croissant Donut,Apple 'n Spice Donut,1,0,3554,Baked Goods,"Apple 'n Spice Donut, Donuts, Permanent Products",,,,1 Donut,230,10.0,4.0,0.0,0.0,300,31.0,1.0,10.0,4.0,67.0,,,,,,,,,,,,0
408,dunkin_donuts,Bagel with Cream Cheese,"Hot Coffee with Cream, Small",1,0,26869,Beverages,"Hot Coffee with Cream, Small, Hot Coffee, Permanent Products",,,,Small,60,6.0,3.0,0.0,20.0,30,1.0,0.0,1.0,1.0,183.0,,,,,,,,,,,,0
409,dunkin_donuts,"Sausage, Egg & Cheese on a Croisssant – with Hash Browns","Sausage, Egg and Cheese on a Plain Bagel",1,0,912,Sandwiches,"Sausage, Egg and Cheese on a Plain Bagel, Sandwiches, Permanent Products",,,,1 Sandwich,680,34.0,12.0,0.0,220.0,1500,68.0,5.0,8.0,26.0,330.0,,,,,,,,,,,,0
410,dunkin_donuts,"Bacon, Egg & Cheese on a Bagel – with Hash Browns","Bacon, Egg and Cheese on a Plain Bagel",1,0,908,Sandwiches,"Bacon, Egg and Cheese on a Plain Bagel, Sandwiches, Permanent Products",,,,1 Sandwich,520,18.0,6.0,0.0,190.0,1200,67.0,4.0,8.0,23.0,280.0,,,,,,,,,,,,0
411,dunkin_donuts,Veggie Egg White Flatbread ,Kosher Veggie Bacon Egg and Cheese on a Plain Bagel,1,0,172462,Sandwiches,"Kosher Veggie Bacon Egg and Cheese on a Plain Bagel, Kosher Sandwiches and Wraps, Permanent Products",,,,1 Sandwich,510,17.0,5.0,0.0,180.0,1170,68.0,4.0,7.0,21.0,251.0,,,,,,,,,,,,0
412,dunkin_donuts,Big n’ Toasted – with Hash Browns,Hash Browns,0,1,952989,Fried Potatoes,"Hash Browns, Hash Browns, Permanent Products",,,,6 Pieces,110,6.0,1.5,0.0,0.0,360,13.0,1.0,1.0,1.0,187.0,,,,,,,,,,,,0
413,dunkin_donuts,"Wake-Up Wrap (Bacon, Ham, or Sausage)",Kosher Veggie Bacon Wake-Up Wrap,1,0,172454,Sandwiches,"Kosher Veggie Bacon Wake-Up Wrap, Kosher Sandwiches and Wraps, Permanent Products",,,,1 Wrap,200,12.0,4.5,0.0,95.0,520,15.0,0.0,1.0,8.0,94.0,,,,,,,,,,,,0
414,dunkin_donuts,Turkey Sausage Flatbread with Hash Browns,Hash Browns,0,1,952989,Fried Potatoes,"Hash Browns, Hash Browns, Permanent Products",,,,6 Pieces,110,6.0,1.5,0.0,0.0,360,13.0,1.0,1.0,1.0,187.0,,,,,,,,,,,,0
417,dunkin_donuts,Ham & Cheese Flatbread – with Hash Browns,Hash Browns,0,1,952989,Fried Potatoes,"Hash Browns, Hash Browns, Permanent Products",,,,6 Pieces,110,6.0,1.5,0.0,0.0,360,13.0,1.0,1.0,1.0,187.0,,,,,,,,,,,,0
418,dunkin_donuts,Deluxe Grilled Cheese (Ham or Bacon) – with Hash Browns,Kosher Grilled Cheese with Veggie Bacon,1,0,172461,Sandwiches,"Kosher Grilled Cheese with Veggie Bacon, Kosher Sandwiches and Wraps, Regional, Permanent Products",,,,1 Sandwich,480,27.0,12.0,0.0,55.0,1060,38.0,0.0,3.0,19.0,162.0,,,,,,,,,,,,0
419,dunkin_donuts,"Turkey, Cheddar & Bacon Flatbread – with Hash Browns",Bacon & Cheddar Omelet Bites,0,1,952994,Entrees,"Bacon & Cheddar Omelet Bites, Omelet Bites, Permanent Products",,,,2 omelet bites,280,19.0,10.0,0.5,185.0,520,7.0,0.0,2.0,17.0,156.0,,,,,,,,,,,,0
420,dunkin_donuts,Chicken Salad or Tuna Salad Sandwich – with Hash Browns,Hash Browns,0,1,952989,Fried Potatoes,"Hash Browns, Hash Browns, Permanent Products",,,,6 Pieces,110,6.0,1.5,0.0,0.0,360,13.0,1.0,1.0,1.0,187.0,,,,,,,,,,,,0
421,dunkin_donuts,Chicken Bacon Sandwich – with Hash Browns,Hash Browns,0,1,952989,Fried Potatoes,"Hash Browns, Hash Browns, Permanent Products",,,,6 Pieces,110,6.0,1.5,0.0,0.0,360,13.0,1.0,1.0,1.0,187.0,,,,,,,,,,,,0
422,dunkin_donuts,Classic Egg & Cheese,Egg and Cheese on Croissant,1,0,27110,Sandwiches,"Egg and Cheese on Croissant, Sandwiches, Permanent Products",,,,1 Sandwich,500,31.0,13.0,0.0,175.0,640,40.0,1.0,6.0,15.0,153.0,,,,,,,,,,,,0
423,dunkin_donuts,"Classic Egg & Cheese with (Ham, Bacon, or Sausage)","Biscuit, Bacon, Egg and Cheese",1,0,923058,Sandwiches,"Biscuit, Bacon, Egg and Cheese, Sandwiches, Regional, Permanent Products",,,,1 Sandwich,490,31.0,15.0,0.0,195.0,1210,35.0,1.0,3.0,17.0,233.0,,,,,,,,,,,,0
424,dunkin_donuts,Egg White Omelet (Veggie),Egg and Cheese on Croissant,1,0,27110,Sandwiches,"Egg and Cheese on Croissant, Sandwiches, Permanent Products",,,,1 Sandwich,500,31.0,13.0,0.0,175.0,640,40.0,1.0,6.0,15.0,153.0,,,,,,,,,,,,0
425,dunkin_donuts,"Egg White Omelet with (Ham, Bacon, or Sausage)",Bacon & Cheddar Omelet Bites,0,1,952994,Entrees,"Bacon & Cheddar Omelet Bites, Omelet Bites, Permanent Products",,,,2 omelet bites,280,19.0,10.0,0.5,185.0,520,7.0,0.0,2.0,17.0,156.0,,,,,,,,,,,,0
426,dunkin_donuts,Egg & Cheese Wrap,Egg and Cheese Wake-Up Wrap,1,0,172452,Sandwiches,"Egg and Cheese Wake-Up Wrap, Sandwiches, Permanent Products",,,,1 Wrap,180,10.0,4.0,0.0,95.0,470,14.0,0.0,1.0,7.0,74.0,,,,,,,,,,,,0
427,dunkin_donuts,"Egg & Cheese Wrap with (Ham, Bacon, or Sausage)","Bacon, Egg and Cheese Wake-Up Wrap",1,0,27041,Sandwiches,"Bacon, Egg and Cheese Wake-Up Wrap, Sandwiches, Permanent Products",,,,1 Wrap,220,13.0,5.0,0.0,105.0,590,15.0,0.0,1.0,10.0,112.0,,,,,,,,,,,,1
428,dunkin_donuts,Angus Steak and Egg Wrap (Limited Time),Egg and Cheese Wake-Up Wrap,1,0,172452,Sandwiches,"Egg and Cheese Wake-Up Wrap, Sandwiches, Permanent Products",,,,1 Wrap,180,10.0,4.0,0.0,95.0,470,14.0,0.0,1.0,7.0,74.0,,,,,,,,,,,,0
429,dunkin_donuts,Angus Steak and Egg Sandwich (Limited Time),Egg and Cheese on Croissant,1,0,27110,Sandwiches,"Egg and Cheese on Croissant, Sandwiches, Permanent Products",,,,1 Sandwich,500,31.0,13.0,0.0,175.0,640,40.0,1.0,6.0,15.0,153.0,,,,,,,,,,,,0
430,dunkin_donuts,Oatmeal with Medium Coffee,"Hot Coffee with Cream, Medium",1,0,26872,Beverages,"Hot Coffee with Cream, Medium, Hot Coffee, Permanent Products",,,,Medium,90,9.0,4.5,0.0,25.0,40,1.0,0.0,1.0,2.0,249.0,,,,,,,,,,,,0
431,dunkin_donuts,Turkey Sausage Wrap,Turkey Sausage Wake Up Wrap,1,0,61174,Sandwiches,"Turkey Sausage Wake Up Wrap, Sandwiches, Permanent Products",,,,1 Wrap,240,15.0,6.0,0.0,115.0,680,15.0,0.0,1.0,11.0,122.0,,,,,,,,,,,,0
432,dunkin_donuts,Turkey Sausage Sandwich,Turkey Sausage Sandwich on English Muffin,1,0,172460,Sandwiches,"Turkey Sausage Sandwich on English Muffin, Sandwiches, Permanent Products",,,,1 Sandwich,470,25.0,8.0,0.0,215.0,1080,39.0,1.0,4.0,23.0,249.0,,,,,,,,,,,,0
433,dunkin_donuts,Turkey Sausage Flatbread with Hash Browns & Medium Hot Coffee,"Hot Coffee with Cream, Medium",1,0,26872,Beverages,"Hot Coffee with Cream, Medium, Hot Coffee, Permanent Products",,,,Medium,90,9.0,4.5,0.0,25.0,40,1.0,0.0,1.0,2.0,249.0,,,,,,,,,,,,0
434,dunkin_donuts,Chicken Apple Sausage Breakfast Sandwich (Limited Time),Double Sausage Breakfast Sandwich,1,0,172469,Sandwiches,"Double Sausage Breakfast Sandwich, Sandwiches, Permanent Products",,,,1 Sandwich,900,54.0,19.0,0.0,265.0,1980,70.0,5.0,8.0,33.0,439.0,,,,,,,,,,,,0
435,dunkin_donuts,Donut,UGA Donut,0,1,952938,Baked Goods,"UGA Donut, Donuts, Regional",,,,1 Donut,270,12.0,5.0,0.0,0.0,280,37.0,1.0,15.0,4.0,59.0,,,,,,,,,,,,1
436,dunkin_donuts,Muffin,Corn Muffin,1,0,3522,Baked Goods,"Corn Muffin, Muffins, Permanent Products",,,,1 Muffin,460,16.0,3.0,0.0,70.0,670,73.0,1.0,30.0,7.0,85.0,,,,,,,,,,,,0
437,dunkin_donuts,Bagel,Plain Bagel,1,0,3328,Baked Goods,"Plain Bagel, Bagels, Permanent Products",,,,1 Bagel,300,1.0,0.0,0.0,0.0,620,64.0,4.0,7.0,11.0,126.0,,,,,,,,,,,,0
438,dunkin_donuts,Bagel with Cream Cheese,"Hot Coffee with Cream, Small",1,0,26869,Beverages,"Hot Coffee with Cream, Small, Hot Coffee, Permanent Products",,,,Small,60,6.0,3.0,0.0,20.0,30,1.0,0.0,1.0,1.0,183.0,,,,,,,,,,,,0
439,dunkin_donuts,Munchkins,Jelly Munchkins,1,0,4216,Baked Goods,"Jelly Munchkins, Munchkins, Permanent Products",,,,1 Donut Hole,60,3.0,1.5,0.0,0.0,65,8.0,0.0,3.0,1.0,11.0,,,,,,,,,,,,0
440,dunkin_donuts,Munchkins,Jelly Munchkins,1,0,4216,Baked Goods,"Jelly Munchkins, Munchkins, Permanent Products",,,,1 Donut Hole,60,3.0,1.5,0.0,0.0,65,8.0,0.0,3.0,1.0,11.0,,,,,,,,,,,,0
441,dunkin_donuts,Croissant,Plain Croissant,1,0,3418,Baked Goods,"Plain Croissant, Other Bakery, Permanent Products",,,,1 Croissant,340,19.0,8.0,0.0,0.0,250,37.0,1.0,5.0,6.0,57.0,,,,,,,,,,,,0
442,dunkin_donuts,Coffee Roll,Coffee Roll,1,0,4204,Baked Goods,"Coffee Roll, Donuts, Permanent Products",,,,1 Coffee Roll,390,19.0,8.0,0.0,0.0,440,48.0,2.0,17.0,7.0,92.0,,,,,,,,,,,,0
443,dunkin_donuts,Coffee,Coffee Roll,1,0,4204,Baked Goods,"Coffee Roll, Donuts, Permanent Products",,,,1 Coffee Roll,390,19.0,8.0,0.0,0.0,440,48.0,2.0,17.0,7.0,92.0,,,,,,,,,,,,0
444,dunkin_donuts,Coffee,Coffee Roll,1,0,4204,Baked Goods,"Coffee Roll, Donuts, Permanent Products",,,,1 Coffee Roll,390,19.0,8.0,0.0,0.0,440,48.0,2.0,17.0,7.0,92.0,,,,,,,,,,,,0
445,dunkin_donuts,Coffee,Coffee Roll,1,0,4204,Baked Goods,"Coffee Roll, Donuts, Permanent Products",,,,1 Coffee Roll,390,19.0,8.0,0.0,0.0,440,48.0,2.0,17.0,7.0,92.0,,,,,,,,,,,,0
446,dunkin_donuts,Coffee,Coffee Roll,1,0,4204,Baked Goods,"Coffee Roll, Donuts, Permanent Products",,,,1 Coffee Roll,390,19.0,8.0,0.0,0.0,440,48.0,2.0,17.0,7.0,92.0,,,,,,,,,,,,0
447,dunkin_donuts,Iced Coffee,"Iced Coffee, Large",1,0,27419,Beverages,"Iced Coffee, Large, Iced Coffee, Permanent Products",,,,Large,5,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,1.0,275.0,,,,,,,,,,,,0
448,dunkin_donuts,Iced Coffee,"Iced Coffee, Large",1,0,27419,Beverages,"Iced Coffee, Large, Iced Coffee, Permanent Products",,,,Large,5,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,1.0,275.0,,,,,,,,,,,,0
449,dunkin_donuts,Iced Coffee,"Iced Coffee, Large",1,0,27419,Beverages,"Iced Coffee, Large, Iced Coffee, Permanent Products",,,,Large,5,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,1.0,275.0,,,,,,,,,,,,0
450,dunkin_donuts,Add a Turbo Shot of Espresso to Any Beverage,Kosher Veggie Bacon Egg and Cheese on a Plain Bagel,1,0,172462,Sandwiches,"Kosher Veggie Bacon Egg and Cheese on a Plain Bagel, Kosher Sandwiches and Wraps, Permanent Products",,,,1 Sandwich,510,17.0,5.0,0.0,180.0,1170,68.0,4.0,7.0,21.0,251.0,,,,,,,,,,,,0
451,dunkin_donuts,Vanilla Chai,Vanilla Long John,1,0,136168,Baked Goods,"Vanilla Long John, Donuts, Permanent Products",,,,1 Long John,320,15.0,6.0,0.0,0.0,400,42.0,1.0,17.0,5.0,81.0,,,,,,,,,,,,0
